id_abonne,ville,age,abonnement,duree_utilisation_mois,montant
5740,Rabat,41,Premium,12,720.39
5741,Marrakech,18,Famille,3,99.15
5742,Marrakech,21,Standard,33,459.15
5743,Tanger,59,Premium,59,709.61
5744,Tanger,71,Standard,11,322.89
5745,Rabat,24,Premium,51,194.73
5746,Oujda,44,Famille,3,146.94
5747,Rabat,34,Premium,48,608.38
5748,Fes,19,Basic,56,430.71
5749,Marrakech,31,Standard,9,177.9
5750,Fes,35,Basic,3,990.65
5751,Marrakech,73,Standard,12,680.6
5752,Casablanca,41,Famille,9,671.26
5753,Rabat,60,Basic,55,120.75
5754,Marrakech,34,Premium,14,261.45
5755,Rabat,30,Standard,42,214.59
5756,Fes,51,Famille,8,805.78
5757,Fes,33,Premium,22,839.78
5758,Oujda,61,Premium,22,168.93
5759,Agadir,29,Famille,20,782.89
5760,Agadir,57,Famille,28,802.4
5761,Fes,34,Famille,28,232.66
5762,Fes,65,Basic,47,818.73
5763,Tanger,33,Famille,49,480.13
5764,Tetouan,58,Standard,18,677.78
5765,Kenitra,58,Premium,12,639.74
5766,Marrakech,40,Famille,54,784.68
5767,Tanger,62,Standard,25,981.74
5768,Oujda,41,Premium,37,853.71
5769,Agadir,49,Famille,11,400.25
5770,Marrakech,73,Basic,40,919.32
5771,Oujda,37,Basic,18,498.1
5772,Tanger,32,Standard,26,855.55
5773,Tanger,28,Premium,57,468.45
5774,Agadir,66,Famille,28,732.7
5775,Marrakech,39,Standard,36,600.53
5776,Oujda,26,Premium,48,286.35
5777,Agadir,30,Famille,32,926.59
5778,Fes,37,Basic,22,500.08
5779,Fes,59,Famille,56,661.62
5780,Oujda,30,Standard,21,306.88
5781,Agadir,44,Premium,33,760.63
5782,Marrakech,60,Basic,27,794.55
5783,Oujda,64,Standard,19,586.23
5784,Meknes,58,Standard,40,627.0
5785,Kenitra,68,Basic,27,140.37
5786,Marrakech,61,Basic,7,422.97
5787,Kenitra,59,Standard,45,487.81
5788,Casablanca,33,Basic,32,815.08
5789,Tetouan,26,Famille,4,496.95
5790,Fes,67,Basic,7,309.18
5791,Meknes,45,Famille,36,907.64
5792,Casablanca,53,Standard,25,744.32
5793,Meknes,31,Basic,9,979.25
5794,Agadir,43,Standard,38,778.8
5795,Tetouan,43,Standard,21,659.32
5796,Fes,65,Standard,25,849.33
5797,Agadir,40,Famille,14,920.3
5798,Marrakech,56,Basic,30,180.76
5799,Meknes,73,Premium,1,253.47
5800,Meknes,34,Basic,43,153.35
5801,Oujda,62,Famille,46,326.53
5802,Tetouan,23,Famille,29,989.1
5803,Casablanca,44,Standard,14,361.2
5804,Meknes,25,Basic,7,957.14
5805,Rabat,28,Premium,51,783.69
5806,Casablanca,25,Famille,50,731.49
5807,Meknes,56,Premium,47,604.85
5808,Rabat,30,Standard,15,307.57
5809,Agadir,31,Famille,59,681.59
5810,Tetouan,60,Standard,44,308.95
5811,Rabat,36,Basic,53,584.18
5812,Agadir,23,Basic,5,870.73
5813,Tetouan,56,Standard,3,119.22
5814,Agadir,52,Basic,7,429.43
5815,Agadir,55,Basic,50,72.67
5816,Agadir,59,Standard,58,915.26
5817,Fes,51,Famille,55,445.14
5818,Rabat,43,Basic,48,965.58
5819,Meknes,56,Basic,16,326.38
5820,Rabat,72,Standard,17,525.85
5821,Tanger,37,Premium,57,197.14
5822,Casablanca,31,Premium,13,119.95
5823,Casablanca,62,Famille,37,984.15
5824,Rabat,49,Basic,14,923.74
5825,Oujda,21,Basic,21,796.84
5826,Rabat,72,Basic,51,519.74
5827,Marrakech,74,Standard,51,719.15
5828,Meknes,61,Premium,60,854.22
5829,Casablanca,26,Premium,58,489.73
5830,Casablanca,28,Basic,19,136.41
5831,Fes,71,Famille,55,649.4
5832,Tanger,26,Famille,60,711.34
5833,Meknes,31,Famille,31,855.68
5834,Tanger,49,Famille,19,866.18
5835,Marrakech,56,Basic,16,575.4
5836,Rabat,20,Famille,20,632.93
5837,Rabat,60,Famille,8,792.33
5838,Agadir,28,Standard,42,193.16
5839,Tanger,36,Basic,5,723.49
5840,Rabat,39,Standard,22,97.83
5841,Meknes,60,Famille,43,225.27
5842,Rabat,44,Premium,53,376.17
5843,Fes,38,Standard,49,672.19
5844,Agadir,75,Basic,1,180.98
5845,Tanger,36,Famille,47,817.29
5846,Tetouan,55,Premium,34,548.43
5847,Tanger,45,Famille,39,317.21
5848,Meknes,56,Standard,4,78.09
5849,Rabat,55,Premium,28,477.85
5850,Oujda,31,Premium,24,788.38
5851,Agadir,74,Standard,55,990.0
5852,Tetouan,58,Basic,30,197.26
5853,Oujda,26,Premium,26,397.61
5854,Agadir,42,Basic,31,70.43
5855,Casablanca,23,Premium,55,997.99
5856,Agadir,25,Standard,1,986.49
5857,Oujda,50,Famille,56,220.03
5858,Casablanca,68,Famille,50,816.63
5859,Casablanca,18,Famille,27,563.42
5860,Casablanca,61,Premium,52,770.71
5861,Tetouan,26,Standard,1,497.13
5862,Fes,30,Basic,8,382.62
5863,Fes,26,Standard,10,573.6
5864,Fes,29,Standard,19,61.51
5865,Agadir,48,Premium,56,196.77
5866,Marrakech,40,Premium,3,50.22
5867,Rabat,20,Premium,29,624.07
5868,Rabat,32,Premium,57,791.67
5869,Rabat,33,Premium,43,77.22
5870,Tanger,30,Premium,50,945.5
5871,Fes,28,Standard,60,833.36
5872,Oujda,36,Basic,41,714.2
5873,Tanger,49,Basic,39,770.21
5874,Kenitra,33,Basic,9,929.3
5875,Casablanca,72,Basic,2,899.21
5876,Rabat,57,Premium,59,872.39
5877,Tanger,33,Premium,5,631.6
5878,Fes,68,Basic,60,672.0
5879,Agadir,48,Famille,52,480.43
5880,Fes,53,Basic,12,129.75
5881,Kenitra,61,Standard,2,415.25
5882,Tanger,49,Basic,44,994.62
5883,Tetouan,53,Basic,43,187.61
5884,Marrakech,70,Famille,17,933.6
5885,Marrakech,70,Famille,39,595.92
5886,Tanger,70,Premium,36,356.0
5887,Tanger,49,Premium,38,592.56
5888,Casablanca,52,Premium,12,596.12
5889,Casablanca,71,Famille,39,965.51
5890,Meknes,58,Basic,45,332.14
5891,Fes,51,Famille,1,407.4
5892,Casablanca,42,Premium,27,485.71
5893,Marrakech,46,Premium,24,470.85
5894,Casablanca,23,Famille,21,185.71
5895,Oujda,23,Standard,27,679.69
5896,Rabat,37,Basic,9,388.83
5897,Casablanca,50,Premium,13,503.97
5898,Oujda,57,Standard,41,631.23
5899,Oujda,36,Premium,20,485.84
5900,Tetouan,73,Standard,21,811.57
5901,Casablanca,52,Premium,44,223.98
5902,Fes,75,Premium,12,250.96
5903,Kenitra,18,Basic,18,125.02
5904,Fes,37,Basic,47,363.44
5905,Marrakech,73,Famille,39,151.61
5906,Kenitra,39,Premium,30,316.7
5907,Meknes,19,Famille,12,841.39
5908,Meknes,69,Famille,1,203.04
5909,Fes,41,Famille,4,276.2
5910,Marrakech,32,Standard,40,804.09
5911,Meknes,36,Premium,12,933.37
5912,Rabat,38,Standard,34,416.53
5913,Casablanca,35,Basic,59,835.73
5914,Meknes,45,Famille,12,908.58
5915,Meknes,56,Basic,29,199.04
5916,Tetouan,36,Standard,39,180.89
5917,Fes,19,Premium,6,435.91
5918,Kenitra,67,Standard,58,162.26
5919,Marrakech,55,Standard,58,434.81
5920,Meknes,31,Famille,55,989.99
5921,Casablanca,43,Standard,9,827.44
5922,Casablanca,31,Basic,54,268.1
5923,Fes,50,Basic,20,554.06
5924,Tanger,18,Standard,10,91.83
5925,Rabat,60,Basic,7,596.63
5926,Marrakech,31,Premium,40,263.41
5927,Meknes,49,Basic,39,107.7
5928,Casablanca,59,Basic,12,722.3
5929,Tanger,45,Basic,25,187.91
5930,Tanger,42,Premium,45,516.62
5931,Kenitra,65,Premium,23,970.34
5932,Agadir,18,Famille,38,996.63
5933,Fes,32,Basic,19,803.23
5934,Tanger,64,Standard,9,754.75
5935,Rabat,42,Famille,30,919.25
5936,Kenitra,67,Basic,19,363.92
5937,Agadir,46,Premium,54,281.81
5938,Casablanca,68,Basic,40,329.92
5939,Tanger,30,Basic,59,125.27
5940,Tetouan,49,Famille,27,724.92
5941,Tanger,21,Premium,12,674.89
5942,Oujda,22,Standard,2,793.57
5943,Fes,53,Basic,53,714.28
5944,Tanger,48,Basic,27,678.07
5945,Meknes,21,Standard,9,282.61
5946,Rabat,43,Famille,41,568.74
5947,Tetouan,19,Famille,41,833.61
5948,Oujda,31,Premium,16,177.71
5949,Marrakech,61,Famille,8,561.19
5950,Meknes,27,Basic,56,180.16
5951,Kenitra,64,Premium,42,536.0
5952,Oujda,32,Famille,6,127.97
5953,Fes,56,Premium,13,69.49
5954,Casablanca,65,Standard,30,837.67
5955,Marrakech,54,Standard,56,280.13
5956,Rabat,31,Standard,17,464.49
5957,Meknes,60,Famille,25,630.98
5958,Fes,48,Premium,7,515.34
5959,Kenitra,30,Famille,27,374.37
5960,Rabat,74,Premium,58,248.79
5961,Kenitra,26,Basic,7,142.44
5962,Agadir,60,Basic,53,417.44
5963,Tanger,28,Famille,26,327.2
5964,Oujda,46,Standard,56,892.11
5965,Rabat,69,Standard,32,222.92
5966,Agadir,38,Premium,15,963.12
5967,Marrakech,49,Premium,44,421.64
5968,Oujda,57,Famille,27,296.17
5969,Tetouan,50,Premium,38,453.57
5970,Fes,35,Premium,46,398.23
5971,Rabat,19,Premium,27,643.2
5972,Tanger,18,Famille,38,172.13
5973,Meknes,44,Premium,25,556.14
5974,Tanger,72,Basic,10,826.5
5975,Casablanca,73,Famille,50,169.05
5976,Tetouan,74,Famille,46,516.58
5977,Meknes,32,Premium,45,69.7
5978,Tetouan,55,Standard,17,699.57
5979,Agadir,73,Standard,5,173.44
5980,Rabat,37,Famille,56,792.45
5981,Tanger,75,Basic,12,188.98
5982,Marrakech,36,Famille,30,571.6
5983,Casablanca,36,Premium,32,735.89
5984,Tetouan,72,Standard,24,159.41
5985,Kenitra,36,Basic,30,72.02
5986,Marrakech,59,Standard,6,326.97
5987,Kenitra,61,Standard,50,279.86
5988,Tetouan,59,Standard,45,102.3
5989,Meknes,62,Premium,21,109.83
5990,Oujda,49,Famille,50,742.35
5991,Casablanca,43,Standard,27,647.63
5992,Fes,72,Famille,13,53.13
5993,Rabat,26,Standard,2,829.62
5994,Casablanca,75,Premium,33,921.2
5995,Fes,42,Premium,50,965.46
5996,Kenitra,31,Standard,49,250.89
5997,Tetouan,61,Famille,2,948.65
5998,Kenitra,28,Famille,32,736.59
5999,Rabat,62,Standard,25,57.29
6000,Tanger,58,Premium,39,920.49
6001,Oujda,74,Standard,2,583.18
6002,Tanger,44,Premium,37,728.43
6003,Casablanca,25,Standard,10,297.47
6004,Tanger,66,Basic,59,584.73
6005,Marrakech,41,Basic,53,669.43
6006,Casablanca,22,Basic,58,364.21
6007,Oujda,25,Famille,23,796.73
6008,Kenitra,63,Basic,35,882.89
6009,Marrakech,51,Basic,19,291.52
6010,Rabat,21,Premium,4,307.34
6011,Rabat,40,Famille,25,897.94
6012,Tanger,22,Standard,54,362.66
6013,Kenitra,58,Basic,18,538.3
6014,Marrakech,48,Premium,30,352.73
6015,Kenitra,21,Standard,3,642.24
6016,Casablanca,24,Famille,34,933.83
6017,Oujda,36,Famille,8,511.71
6018,Tetouan,53,Premium,3,135.65
6019,Meknes,20,Standard,57,488.46
6020,Rabat,43,Standard,31,715.64
6021,Oujda,23,Basic,24,539.16
6022,Oujda,45,Famille,8,129.93
6023,Meknes,48,Famille,29,387.44
6024,Kenitra,30,Standard,11,442.13
6025,Tetouan,73,Basic,47,353.81
6026,Casablanca,39,Standard,24,229.11
6027,Tanger,59,Basic,38,379.39
6028,Tanger,46,Standard,35,400.14
6029,Tanger,33,Standard,38,672.33
6030,Kenitra,28,Premium,11,417.5
6031,Fes,24,Famille,58,786.94
6032,Tetouan,39,Basic,5,696.25
6033,Kenitra,70,Premium,60,453.06
6034,Kenitra,49,Standard,1,823.05
6035,Marrakech,18,Standard,51,538.67
6036,Marrakech,28,Famille,12,504.04
6037,Oujda,45,Standard,17,349.82
6038,Tanger,69,Basic,11,352.94
6039,Kenitra,41,Premium,28,150.17
6040,Marrakech,18,Famille,53,229.92
6041,Casablanca,52,Famille,9,890.7
6042,Casablanca,58,Famille,49,836.22
6043,Kenitra,73,Standard,31,802.69
6044,Tetouan,47,Basic,8,883.88
6045,Kenitra,36,Standard,21,170.86
6046,Tetouan,59,Famille,13,50.04
6047,Meknes,21,Basic,29,911.03
6048,Fes,22,Basic,53,183.48
6049,Agadir,27,Standard,19,690.38
6050,Tetouan,31,Basic,23,750.92
6051,Tetouan,72,Famille,31,138.24
6052,Meknes,71,Famille,60,163.29
6053,Meknes,55,Famille,7,406.39
6054,Meknes,45,Premium,50,427.82
6055,Tetouan,44,Premium,3,625.89
6056,Oujda,51,Standard,13,322.19
6057,Agadir,19,Basic,40,726.73
6058,Fes,28,Premium,9,986.09
6059,Oujda,61,Premium,13,790.31
6060,Meknes,30,Standard,9,844.9
6061,Meknes,22,Premium,16,983.87
6062,Casablanca,47,Basic,24,707.62
6063,Tetouan,60,Standard,27,96.57
6064,Rabat,39,Famille,51,657.51
6065,Rabat,23,Premium,3,756.96
6066,Rabat,20,Basic,26,722.4
6067,Fes,44,Basic,2,527.72
6068,Fes,43,Premium,36,592.23
6069,Marrakech,60,Premium,55,494.29
6070,Tanger,56,Famille,56,577.49
6071,Marrakech,32,Premium,19,531.22
6072,Marrakech,40,Famille,58,133.8
6073,Fes,24,Premium,37,431.77
6074,Meknes,23,Premium,25,279.34
6075,Kenitra,44,Famille,55,318.45
6076,Marrakech,69,Standard,2,881.77
6077,Rabat,49,Standard,53,673.53
6078,Oujda,41,Standard,50,541.53
6079,Agadir,43,Premium,17,864.4
6080,Meknes,75,Standard,47,522.16
6081,Fes,36,Basic,3,819.3
6082,Fes,19,Famille,43,96.15
6083,Agadir,60,Famille,51,65.59
6084,Rabat,55,Basic,36,776.41
6085,Agadir,31,Standard,32,882.54
6086,Oujda,59,Standard,47,103.17
6087,Marrakech,33,Premium,58,448.77
6088,Marrakech,42,Standard,52,61.22
6089,Casablanca,21,Basic,38,98.79
6090,Meknes,55,Standard,5,574.39
6091,Kenitra,25,Basic,52,942.49
6092,Kenitra,20,Standard,34,660.51
6093,Marrakech,39,Premium,5,367.35
6094,Meknes,66,Standard,40,697.8
6095,Meknes,65,Standard,4,926.29
6096,Marrakech,58,Famille,27,452.46
6097,Marrakech,67,Famille,26,210.87
6098,Casablanca,50,Basic,9,984.79
6099,Oujda,51,Basic,23,859.4
6100,Meknes,37,Famille,58,711.54
6101,Agadir,67,Famille,55,52.56
6102,Tanger,63,Standard,5,992.83
6103,Rabat,20,Premium,44,570.06
6104,Marrakech,61,Standard,1,867.92
6105,Oujda,49,Standard,39,474.47
6106,Kenitra,36,Standard,7,578.81
6107,Rabat,65,Premium,9,682.9
6108,Meknes,32,Famille,27,745.77
6109,Tanger,59,Basic,49,741.05
6110,Oujda,69,Famille,28,503.99
6111,Rabat,50,Famille,31,427.22
6112,Fes,60,Standard,27,929.5
6113,Oujda,52,Premium,2,132.39
6114,Oujda,74,Standard,30,927.1
6115,Fes,55,Standard,12,452.86
6116,Oujda,46,Basic,37,713.28
6117,Marrakech,46,Famille,6,951.12
6118,Tanger,28,Standard,36,919.94
6119,Meknes,61,Basic,30,325.86
6120,Meknes,33,Premium,37,557.69
6121,Fes,38,Premium,40,501.79
6122,Tetouan,27,Famille,21,974.8
6123,Tetouan,42,Premium,2,570.59
6124,Marrakech,53,Premium,48,554.59
6125,Tanger,19,Basic,59,724.05
6126,Agadir,25,Famille,7,896.34
6127,Oujda,39,Famille,36,602.58
6128,Meknes,22,Standard,38,958.4
6129,Tanger,73,Famille,23,810.36
6130,Kenitra,52,Famille,6,664.87
6131,Agadir,51,Famille,3,102.28
6132,Tanger,67,Basic,1,731.48
6133,Fes,34,Premium,39,717.81
6134,Fes,51,Famille,36,842.51
6135,Tetouan,40,Famille,4,644.14
6136,Casablanca,67,Standard,38,235.37
6137,Rabat,24,Standard,22,650.94
6138,Rabat,59,Famille,54,643.29
6139,Tetouan,35,Standard,37,765.52
6140,Casablanca,43,Premium,10,994.69
6141,Fes,32,Standard,27,623.49
6142,Rabat,58,Basic,25,208.74
6143,Casablanca,18,Famille,41,234.79
6144,Fes,69,Premium,51,213.12
6145,Oujda,59,Famille,9,295.58
6146,Meknes,46,Premium,16,495.09
6147,Agadir,19,Premium,32,888.92
6148,Rabat,69,Premium,20,420.48
6149,Meknes,41,Famille,44,787.12
6150,Tetouan,34,Basic,47,410.41
6151,Tetouan,68,Standard,24,662.64
6152,Agadir,41,Standard,17,362.79
6153,Rabat,35,Famille,42,456.68
6154,Kenitra,52,Famille,23,930.1
6155,Kenitra,30,Premium,33,237.38
6156,Agadir,53,Standard,43,941.79
6157,Tanger,59,Famille,41,201.02
6158,Oujda,71,Famille,14,461.47
6159,Oujda,71,Premium,34,346.53
6160,Fes,19,Famille,31,395.67
6161,Tetouan,18,Premium,16,200.11
6162,Oujda,67,Standard,43,836.66
6163,Agadir,37,Standard,56,975.63
6164,Oujda,56,Premium,56,557.79
6165,Tanger,19,Premium,21,808.72
6166,Tanger,64,Basic,39,215.13
6167,Agadir,43,Famille,11,745.18
6168,Casablanca,21,Famille,13,315.35
6169,Meknes,66,Standard,37,92.39
6170,Tetouan,46,Standard,59,750.39
6171,Fes,72,Premium,18,652.19
6172,Tanger,60,Basic,16,583.12
6173,Casablanca,22,Famille,9,367.33
6174,Tanger,25,Premium,3,691.75
6175,Casablanca,37,Premium,2,674.04
6176,Kenitra,24,Premium,14,375.25
6177,Rabat,26,Famille,39,300.58
6178,Marrakech,70,Standard,49,515.9
6179,Tanger,30,Basic,52,734.47
6180,Rabat,25,Standard,16,672.98
6181,Meknes,19,Premium,56,207.53
6182,Tanger,29,Famille,53,299.98
6183,Kenitra,45,Famille,58,223.02
6184,Tanger,25,Basic,34,394.3
6185,Marrakech,51,Standard,36,728.17
6186,Tanger,40,Premium,22,955.83
6187,Agadir,58,Famille,3,807.28
6188,Rabat,55,Standard,21,138.08
6189,Tetouan,60,Premium,23,836.36
6190,Tanger,66,Standard,45,480.07
6191,Casablanca,66,Famille,9,499.21
6192,Kenitra,72,Basic,27,481.85
6193,Marrakech,46,Premium,25,139.69
6194,Fes,72,Basic,43,350.59
6195,Tetouan,41,Famille,47,734.82
6196,Fes,66,Famille,17,887.82
6197,Fes,66,Famille,2,537.01
6198,Kenitra,25,Famille,26,200.79
6199,Meknes,57,Basic,28,591.47
6200,Rabat,56,Famille,16,68.17
6201,Marrakech,57,Premium,5,463.04
6202,Tetouan,21,Premium,22,79.86
6203,Tanger,64,Standard,59,828.84
6204,Oujda,46,Standard,44,812.64
6205,Fes,66,Standard,18,791.56
6206,Kenitra,53,Basic,20,525.98
6207,Rabat,60,Premium,42,193.64
6208,Fes,41,Standard,26,331.89
6209,Casablanca,72,Standard,36,215.92
6210,Marrakech,24,Standard,17,174.89
6211,Tanger,67,Premium,29,408.67
6212,Fes,56,Basic,8,731.42
6213,Agadir,55,Basic,48,319.98
6214,Agadir,30,Basic,34,857.3
6215,Marrakech,59,Premium,16,463.08
6216,Meknes,41,Standard,59,804.77
6217,Casablanca,61,Standard,43,981.26
6218,Tetouan,48,Basic,44,659.39
6219,Tanger,19,Famille,10,698.15
6220,Rabat,61,Famille,39,169.18
6221,Tanger,69,Basic,59,478.32
6222,Fes,50,Basic,54,454.99
6223,Meknes,23,Basic,47,527.25
6224,Marrakech,70,Standard,11,142.05
6225,Kenitra,33,Famille,37,903.9
6226,Tanger,46,Standard,44,486.48
6227,Tetouan,25,Basic,23,179.06
6228,Kenitra,61,Famille,32,49.93
6229,Agadir,40,Basic,24,869.22
6230,Casablanca,34,Premium,21,97.56
6231,Fes,18,Standard,50,662.89
6232,Kenitra,33,Famille,36,631.27
6233,Marrakech,65,Premium,41,377.91
6234,Casablanca,28,Premium,33,428.78
6235,Oujda,21,Standard,42,789.16
6236,Agadir,18,Standard,18,436.68
6237,Tetouan,61,Premium,20,643.16
6238,Kenitra,63,Standard,16,798.37
6239,Kenitra,50,Basic,3,120.74
6240,Marrakech,71,Standard,29,212.9
6241,Casablanca,73,Premium,7,280.5
6242,Agadir,42,Basic,7,567.22
6243,Fes,27,Basic,7,272.27
6244,Kenitra,28,Premium,51,273.24
6245,Casablanca,67,Standard,44,743.64
6246,Oujda,51,Basic,47,789.75
6247,Oujda,32,Famille,54,57.59
6248,Kenitra,54,Basic,42,940.49
6249,Tetouan,33,Famille,39,61.0
6250,Kenitra,55,Premium,42,510.79
6251,Tetouan,29,Basic,3,70.98
6252,Fes,23,Premium,45,730.41
6253,Casablanca,48,Basic,30,157.43
6254,Marrakech,35,Premium,56,803.56
6255,Kenitra,71,Premium,7,220.29
6256,Tetouan,18,Premium,6,775.51
6257,Meknes,66,Basic,40,300.59
6258,Agadir,41,Premium,60,394.2
6259,Meknes,48,Standard,40,424.66
6260,Tanger,42,Basic,39,225.76
6261,Oujda,49,Basic,16,466.23
6262,Rabat,62,Famille,49,183.3
6263,Oujda,33,Premium,26,150.22
6264,Oujda,66,Famille,60,786.54
6265,Kenitra,32,Basic,24,394.28
6266,Marrakech,47,Basic,13,566.25
6267,Kenitra,48,Premium,53,992.12
6268,Fes,64,Standard,14,702.02
6269,Agadir,60,Famille,5,335.83
6270,Oujda,74,Famille,12,518.53
6271,Marrakech,64,Standard,1,331.01
6272,Rabat,22,Famille,27,789.18
6273,Agadir,29,Basic,24,225.29
6274,Kenitra,32,Basic,39,425.94
6275,Kenitra,65,Famille,14,891.82
6276,Oujda,34,Famille,2,848.63
6277,Oujda,38,Famille,35,977.11
6278,Oujda,55,Famille,60,69.76
6279,Oujda,53,Standard,1,75.89
6280,Kenitra,32,Famille,44,622.18
6281,Marrakech,43,Standard,45,849.79
6282,Tanger,54,Standard,48,953.48
6283,Meknes,25,Standard,31,937.29
6284,Oujda,39,Standard,18,110.19
6285,Agadir,21,Famille,48,938.81
6286,Fes,55,Basic,6,565.06
6287,Fes,26,Standard,18,504.82
6288,Kenitra,30,Basic,6,558.65
6289,Tetouan,62,Famille,42,99.76
6290,Tetouan,39,Famille,34,631.18
6291,Kenitra,59,Premium,54,596.72
6292,Agadir,55,Famille,40,619.25
6293,Tanger,28,Standard,7,514.82
6294,Rabat,35,Famille,51,367.96
6295,Oujda,40,Basic,36,637.82
6296,Rabat,75,Basic,28,122.12
6297,Marrakech,58,Premium,27,867.49
6298,Rabat,44,Standard,54,138.41
6299,Meknes,47,Premium,54,383.78
6300,Fes,65,Famille,7,446.62
6301,Agadir,56,Famille,14,512.6
6302,Kenitra,50,Basic,6,594.26
6303,Marrakech,51,Basic,26,552.88
6304,Fes,62,Basic,8,774.43
6305,Casablanca,49,Basic,28,990.55
6306,Tanger,30,Standard,8,418.57
6307,Marrakech,44,Basic,52,844.7
6308,Rabat,48,Premium,18,598.48
6309,Casablanca,37,Basic,16,501.41
6310,Fes,56,Premium,48,330.06
6311,Kenitra,67,Premium,33,262.66
6312,Oujda,75,Standard,44,616.82
6313,Meknes,53,Basic,10,506.74
6314,Agadir,64,Standard,39,649.51
6315,Fes,38,Premium,7,465.05
6316,Agadir,22,Standard,21,578.77
6317,Rabat,58,Premium,54,517.85
6318,Oujda,75,Standard,58,937.31
6319,Fes,63,Standard,26,819.54
6320,Rabat,62,Famille,15,591.88
6321,Agadir,40,Premium,7,832.57
6322,Kenitra,34,Premium,15,138.13
6323,Oujda,31,Basic,39,279.24
6324,Tetouan,56,Famille,34,677.4
6325,Tanger,67,Basic,42,606.79
6326,Agadir,41,Famille,9,647.16
6327,Casablanca,53,Standard,45,151.23
6328,Tetouan,58,Standard,22,667.31
6329,Rabat,44,Famille,33,110.15
6330,Marrakech,31,Famille,13,936.59
6331,Tetouan,19,Famille,45,178.28
6332,Tetouan,60,Standard,46,328.05
6333,Casablanca,63,Standard,20,174.97
6334,Fes,59,Standard,48,857.43
6335,Agadir,24,Standard,52,817.91
6336,Oujda,61,Standard,12,745.84
6337,Oujda,38,Premium,58,62.7
6338,Kenitra,24,Premium,19,304.03
6339,Agadir,66,Premium,10,684.93
6340,Casablanca,28,Premium,16,817.08
6341,Tanger,18,Premium,29,439.79
6342,Rabat,25,Famille,43,110.87
6343,Tanger,44,Premium,1,631.05
6344,Meknes,36,Basic,20,519.24
6345,Marrakech,57,Basic,58,231.89
6346,Casablanca,38,Premium,54,653.47
6347,Agadir,71,Premium,6,699.16
6348,Meknes,21,Standard,25,866.07
6349,Rabat,19,Standard,21,413.16
6350,Meknes,35,Standard,48,598.01
6351,Fes,20,Standard,16,505.27
6352,Oujda,45,Famille,39,213.61
6353,Fes,54,Premium,15,269.13
6354,Oujda,23,Premium,6,842.03
6355,Kenitra,68,Standard,39,691.97
6356,Meknes,68,Standard,51,803.29
6357,Fes,35,Standard,19,51.09
6358,Oujda,61,Standard,33,756.45
6359,Agadir,44,Standard,13,814.66
6360,Kenitra,52,Standard,16,293.49
6361,Tetouan,41,Basic,48,549.47
6362,Oujda,75,Premium,47,84.42
6363,Oujda,67,Premium,52,322.57
6364,Agadir,33,Standard,25,945.59
6365,Fes,53,Premium,22,68.78
6366,Agadir,31,Premium,53,840.22
6367,Meknes,73,Premium,11,974.38
6368,Kenitra,58,Premium,39,307.38
6369,Tetouan,71,Basic,16,589.85
6370,Meknes,73,Famille,19,359.42
6371,Tanger,56,Basic,54,867.79
6372,Oujda,39,Basic,17,484.01
6373,Kenitra,51,Standard,1,84.75
6374,Meknes,69,Premium,18,178.56
6375,Kenitra,47,Standard,60,310.03
6376,Agadir,65,Famille,43,407.43
6377,Oujda,45,Famille,38,560.95
6378,Meknes,34,Famille,2,437.15
6379,Rabat,47,Basic,56,869.13
6380,Oujda,55,Basic,6,852.97
6381,Meknes,46,Basic,6,74.0
6382,Marrakech,69,Premium,51,952.83
6383,Tetouan,24,Premium,26,505.41
6384,Tanger,44,Famille,47,358.5
6385,Tanger,22,Famille,2,700.91
6386,Oujda,49,Premium,17,583.83
6387,Fes,31,Premium,45,246.11
6388,Tanger,57,Famille,37,540.27
6389,Casablanca,74,Premium,21,770.5
6390,Casablanca,59,Premium,51,437.51
6391,Meknes,68,Standard,32,375.0
6392,Casablanca,26,Premium,58,218.05
6393,Kenitra,45,Basic,31,838.87
6394,Kenitra,55,Standard,58,363.58
6395,Tetouan,25,Premium,3,851.26
6396,Tanger,21,Standard,35,356.54
6397,Tetouan,45,Standard,49,406.57
6398,Agadir,50,Basic,41,439.71
6399,Marrakech,51,Premium,37,281.27
6400,Oujda,73,Basic,43,415.09
6401,Tanger,50,Premium,15,67.0
6402,Rabat,19,Basic,55,774.92
6403,Tetouan,53,Famille,39,365.79
6404,Meknes,59,Standard,1,770.14
6405,Kenitra,73,Premium,10,910.22
6406,Tetouan,47,Premium,34,406.25
6407,Tetouan,21,Standard,25,360.17
6408,Fes,21,Standard,48,450.34
6409,Agadir,37,Premium,14,646.42
6410,Agadir,43,Famille,48,750.81
6411,Marrakech,32,Basic,35,117.34
6412,Fes,30,Standard,24,466.76
6413,Oujda,23,Famille,46,849.1
6414,Casablanca,46,Standard,54,166.83
6415,Tetouan,37,Premium,56,388.46
6416,Tetouan,74,Famille,12,690.44
6417,Fes,42,Standard,26,471.27
6418,Tanger,62,Basic,33,632.54
6419,Kenitra,74,Famille,53,520.1
6420,Tetouan,67,Premium,40,307.98
6421,Agadir,59,Standard,19,846.35
6422,Tanger,26,Premium,55,229.75
6423,Tetouan,68,Premium,57,833.54
6424,Casablanca,66,Standard,31,418.83
6425,Oujda,53,Famille,19,72.77
6426,Fes,19,Famille,27,492.88
6427,Rabat,37,Famille,23,238.74
6428,Rabat,22,Premium,49,496.63
